## 
## THIS LEXICON: Adapted from MPQA Subjectivity Lexicon
## Source Lexicon URL: http://mpqa.cs.pitt.edu/lexicons/subj_lexicon/
## Source Lexicon Construction: manual, semi-automatic
##
## Other Notes:  
##    The subjectivity (reliability) scores are just numeric guestimates 
##    of the strongsubj and weaksubj labels used in the original lexicon.
##          strongsubj -> reliability=1
##          weaksubj -> reliability=0.25
##
## Line Format: WORD	POLARITY	SUBJECTIVITY_SCORE
stump	negative	0.25
stumped	negative	0.25
stumping	negative	0.25
stumps	negative	0.25
stun	negative	0.25
stung	negative	0.25
stunk	negative	1
stunned	positive	1
stunning	positive	1
stunningly	positive	1
stuns	negative	0.25
stunt	negative	0.25
stunted	negative	0.25
stunts	negative	0.25
stupefied	negative	1
stupefies	negative	0.25
stupefy	negative	0.25
stupefying	negative	0.25
stupendous	positive	1
stupendously	positive	1
stupid	negative	1
stupider	negative	1
stupidest	negative	1
stupidities	negative	1
stupidity	negative	1
stupidly	negative	1
stupids	negative	1
stupified	negative	1
stupifies	negative	1
stupify	negative	1
stupifying	negative	1
stupor	negative	1
stupors	negative	1
sturdier	positive	0.25
sturdiest	positive	0.25
sturdy	positive	0.25
sty	negative	1
stylish	positive	1
stylishly	positive	1
suave	positive	1
suaver	positive	1
suavest	positive	1
subdued	negative	0.25
subject	negative	0.25
subjected	negative	0.25
subjecting	negative	0.25
subjection	negative	0.25
subjections	negative	0.25
subjects	negative	0.25
subjugate	negative	1
subjugated	negative	1
subjugates	negative	1
subjugating	negative	1
subjugation	negative	1
subjugations	negative	1
sublime	positive	1
submissive	negative	0.25
subordinate	negative	0.25
subordinates	negative	0.25
subscribe	positive	0.25
subscribed	positive	0.25
subscribes	positive	0.25
subscribing	positive	0.25
subservience	negative	1
subserviences	negative	1
subservient	negative	1
subside	negative	0.25
subsided	negative	0.25
subsides	negative	0.25
subsiding	negative	0.25
substandard	negative	0.25
substantial	positive	0.25
substantially	positive	0.25
substantive	positive	0.25
subtle	positive	0.25
subtler	positive	0.25
subtlest	positive	0.25
subtract	negative	0.25
subtracted	negative	0.25
subtracting	negative	0.25
subtracts	negative	0.25
subversion	negative	0.25
subversions	negative	0.25
subversive	negative	0.25
subversively	negative	0.25
subvert	negative	0.25
subverted	negative	0.25
subverting	negative	0.25
subverts	negative	0.25
succeed	positive	0.25
succeeded	positive	0.25
succeeding	positive	0.25
succeeds	positive	0.25
success	positive	0.25
successes	positive	0.25
successful	positive	0.25
successfully	positive	0.25
succumb	negative	1
succumbed	negative	1
succumbing	negative	1
succumbs	negative	1
sucker	negative	1
suckers	negative	1
suffer	negative	1
suffered	negative	1
sufferer	negative	1
sufferers	negative	1
suffering	negative	1
sufferings	negative	1
suffers	negative	1
suffice	positive	0.25
sufficed	positive	0.25
suffices	positive	0.25
sufficient	positive	0.25
sufficiently	positive	0.25
sufficing	positive	0.25
suffocate	negative	1
suffocated	negative	1
suffocates	negative	1
suffocating	negative	1
sugar-coat	negative	1
sugar-coated	negative	1
sugar-coating	negative	1
sugar-coats	negative	1
sugarcoat	negative	1
sugarcoated	negative	1
sugarcoating	negative	1
sugarcoats	negative	1
suggest	positive	0.25
suggested	positive	0.25
suggesting	positive	0.25
suggestion	positive	0.25
suggestions	positive	0.25
suggests	positive	0.25
suicidal	negative	0.25
suicide	negative	0.25
suicides	negative	0.25
suit	positive	0.25
suitable	positive	0.25
suited	positive	0.25
suiting	positive	0.25
suits	positive	0.25
sulk	negative	1
sulked	negative	1
sulking	negative	1
sulks	negative	1
sullen	negative	1
sullener	negative	1
sullenest	negative	1
sullied	negative	1
sullies	negative	1
sully	negative	1
sullying	negative	1
sumptuous	positive	1
sumptuously	positive	1
sumptuousness	positive	1
sunder	negative	1
sundered	negative	1
sundering	negative	1
sunders	negative	1
sunnier	positive	0.25
sunniest	positive	0.25
sunny	positive	0.25
super	positive	1
superb	positive	1
superbly	positive	1
superficial	negative	1
superficialities	negative	1
superficiality	negative	1
superficially	negative	1
superfluous	negative	1
superior	positive	0.25
superiorities	negative	1
superiority	negative	1
superlative	positive	1
supers	positive	1
superstition	negative	1
superstitions	negative	1
superstitious	negative	1
support	positive	1
supported	positive	1
supporter	positive	1
supporters	positive	1
supporting	positive	1
supportive	positive	1
supports	positive	1
suppress	negative	0.25
suppressed	negative	0.25
suppresses	negative	0.25
suppressing	negative	0.25
suppression	negative	0.25
suppressions	negative	0.25
supremacies	negative	1
supremacy	negative	1
supreme	positive	1
supremely	positive	1
supurb	positive	1
supurbly	positive	1
sure	positive	1
surely	positive	1
surer	positive	1
surest	positive	1
surge	positive	1
surges	positive	1
surging	positive	1
surmise	positive	1
surmised	positive	1
surmises	positive	1
surmising	positive	1
surmount	positive	1
surmounted	positive	1
surmounting	positive	1
surmounts	positive	1
surpass	positive	1
surpassed	positive	1
surpasses	positive	1
surpassing	positive	1
surrender	negative	0.25
surrendered	negative	0.25
surrenders	negative	0.25
survival	positive	0.25
survivals	positive	0.25
survive	positive	0.25
survived	positive	0.25
survives	positive	0.25
surviving	positive	0.25
survivor	positive	0.25
survivors	positive	0.25
susceptible	negative	0.25
suspect	negative	0.25
suspects	negative	0.25
suspicion	negative	0.25
suspicioned	negative	0.25
suspicioning	negative	0.25
suspicions	negative	1
suspicious	negative	1
suspiciously	negative	1
sustainabilities	positive	0.25
sustainability	positive	0.25
sustainable	positive	0.25
sustained	positive	0.25
swagger	negative	1
swaggered	negative	1
swaggering	negative	1
swaggers	negative	1
swamp	negative	1
swamped	negative	1
swamping	negative	1
swamps	negative	1
swear	negative	1
swearing	negative	1
swears	negative	1
sweeping	positive	1
sweet	positive	0.25
sweeten	positive	0.25
sweetened	positive	0.25
sweetening	positive	0.25
sweetens	positive	0.25
sweeter	positive	0.25
sweetest	positive	0.25
sweetheart	positive	0.25
sweethearts	positive	0.25
sweetly	positive	0.25
sweetness	positive	0.25
swift	positive	0.25
swifter	positive	0.25
swiftest	positive	0.25
swiftness	positive	0.25
swindle	negative	1
swindled	negative	1
swindles	negative	1
swindling	negative	1
swipe	negative	1
swiped	negative	1
swipes	negative	1
swiping	negative	1
swoon	negative	0.25
swooned	negative	0.25
swooning	negative	0.25
swoons	negative	0.25
swore	negative	1
sworn	negative	1
sympathetic	negative	1
sympathetically	negative	1
sympathies	negative	1
sympathize	negative	1
sympathized	negative	1
sympathizes	negative	1
sympathizing	negative	1
sympathy	negative	1
symptom	negative	0.25
symptoms	negative	0.25
syndrome	negative	0.25
syndromes	negative	0.25
taboo	negative	1
taboos	negative	1
tabus	negative	1
tact	positive	1
tacts	positive	1
taint	negative	1
tainted	negative	1
tainting	negative	1
taints	negative	1
talent	positive	1
talented	positive	1
talents	positive	1
tamper	negative	0.25
tampered	negative	0.25
tampering	negative	0.25
tampers	negative	0.25
tangled	negative	0.25
tantalize	positive	0.25
tantalized	positive	0.25
tantalizes	positive	0.25
tantalizing	positive	1
tantalizingly	positive	1
tantrum	negative	1
tantrums	negative	1
tardier	negative	0.25
tardiest	negative	0.25
tardy	negative	0.25
tarnish	negative	0.25
tarnished	negative	0.25
tarnishes	negative	0.25
tarnishing	negative	0.25
tatter	negative	1
tattered	negative	1
tattering	negative	1
tatters	negative	1
taunt	negative	1
taunted	negative	1
taunting	negative	1
tauntingly	negative	1
taunts	negative	1
tawdrier	negative	1
tawdriest	negative	1
tawdry	negative	1
tax	negative	0.25
taxed	negative	0.25
taxes	negative	0.25
taxing	negative	0.25
tease	negative	0.25
teased	negative	0.25
teases	negative	0.25
teasing	negative	0.25
teasingly	negative	1
tedious	negative	1
tediously	negative	1
temerities	negative	1
temerity	negative	1
temper	negative	1
temperance	positive	0.25
temperances	positive	0.25
temperate	positive	0.25
tempered	negative	0.25
tempering	negative	0.25
tempers	negative	1
tempest	negative	0.25
tempests	negative	0.25
tempt	positive	1
temptation	negative	1
temptations	negative	1
tempted	positive	1
tempting	positive	1
temptingly	positive	1
tempts	positive	1
tenacious	positive	1
tenaciously	positive	1
tenacities	positive	1
tenacity	positive	1
tender	positive	0.25
tenderer	positive	0.25
tenderest	positive	0.25
tenderly	positive	0.25
tenderness	positive	0.25
tense	negative	0.25
tenser	negative	0.25
tensest	negative	0.25
tension	negative	0.25
tensioned	negative	0.25
tensioning	negative	0.25
tensions	negative	0.25
tentative	negative	0.25
tentatively	negative	0.25
tenuous	negative	0.25
tenuously	negative	0.25
tepid	negative	0.25
terrible	negative	1
terribleness	negative	1
terribly	negative	1
terrific	positive	1
terrifically	positive	1
terrified	negative	1
terrifies	negative	1
terrify	negative	1
terrifying	negative	1
terrifyingly	negative	1
terror	negative	1
terror-genic	negative	1
terrorism	negative	0.25
terrorisms	negative	0.25
terrorize	negative	1
terrorized	negative	1
terrorizes	negative	1
terrorizing	negative	1
terrors	negative	1
thank	positive	1
thanked	positive	1
thankful	positive	1
thankfully	positive	1
thanking	positive	1
thankless	negative	1
thanks	positive	1
thinkable	positive	1
thirst	negative	1
thirsted	negative	1
thirsting	negative	1
thirsts	negative	1
thornier	negative	1
thorniest	negative	1
thorny	negative	1
thorough	positive	0.25
thoughtful	positive	1
thoughtfully	positive	1
thoughtfulness	positive	1
thoughtless	negative	1
thoughtlessly	negative	1
thoughtlessness	negative	1
thrash	negative	0.25
thrashed	negative	0.25
thrashes	negative	0.25
thrashing	negative	0.25
threat	negative	0.25
threated	negative	0.25
threaten	negative	0.25
threatened	negative	0.25
threatening	negative	0.25
threatenings	negative	0.25
threatens	negative	0.25
threating	negative	0.25
threats	negative	0.25
threw	negative	0.25
thrift	positive	0.25
thriftier	positive	0.25
thriftiest	positive	0.25
thrifts	positive	0.25
thrifty	positive	0.25
thrill	positive	1
thrilled	positive	1
thrilling	positive	1
thrillingly	positive	1
thrills	positive	1
thrive	positive	0.25
thrived	positive	0.25
thriven	positive	0.25
thrives	positive	0.25
thriving	positive	0.25
throttle	negative	1
throttled	negative	1
throttles	negative	1
throttling	negative	1
throve	positive	0.25
throw	negative	0.25
throwing	negative	0.25
thrown	negative	0.25
throws	negative	0.25
thumb	negative	0.25
thumbed	negative	0.25
thumbing	negative	0.25
thumbs	negative	0.25
thwart	negative	1
thwarted	negative	1
thwarting	negative	1
thwarts	negative	1
tickle	positive	0.25
tickled	positive	0.25
tickles	positive	0.25
tickling	positive	0.25
tidier	positive	1
tidiest	positive	1
tidy	positive	1
time-honored	positive	1
timelier	positive	0.25
timeliest	positive	0.25
timely	positive	0.25
timid	negative	1
timider	negative	1
timidest	negative	1
timidities	negative	1
timidity	negative	1
timidly	negative	1
timidness	negative	1
tingle	positive	1
tingled	positive	1
tingles	positive	1
tingling	positive	1
tinier	negative	0.25
tiniest	negative	0.25
tiny	negative	0.25
tire	negative	0.25
tired	negative	1
tires	negative	0.25
tiresome	negative	1
tiring	negative	1
tiringly	negative	1
titillate	positive	1
titillated	positive	1
titillates	positive	1
titillating	positive	1
titillatingly	positive	1
toast	positive	1
toasted	positive	1
toasting	positive	1
toasts	positive	1
togetherness	positive	1
toil	negative	1
toiled	negative	1
toiling	negative	1
toils	negative	1
tolerable	positive	1
tolerably	positive	1
tolerance	positive	1
tolerances	positive	1
tolerant	positive	0.25
tolerantly	positive	1
tolerate	positive	0.25
tolerated	positive	0.25
tolerates	positive	0.25
tolerating	positive	0.25
toleration	positive	0.25
tolerations	positive	0.25
toll	negative	0.25
tolled	negative	0.25
tolling	negative	0.25
tolls	negative	0.25
too	negative	0.25
top	positive	0.25
topple	negative	0.25
toppled	negative	0.25
topples	negative	0.25
toppling	negative	0.25
torment	negative	1
tormented	negative	1
tormenting	negative	1
torments	negative	1
torrent	negative	1
torrents	negative	1
torrid	positive	1
torrider	positive	1
torridest	positive	1
torridly	positive	1
tortuous	negative	1
torture	negative	0.25
tortured	negative	0.25
tortures	negative	0.25
torturing	negative	0.25
torturous	negative	1
torturously	negative	1
totalitarian	negative	0.25
touchier	negative	1
touchiest	negative	1
touchy	negative	1
toughness	negative	1
toxic	negative	0.25
tradition	positive	0.25
traditional	positive	0.25
traditions	positive	0.25
traduce	negative	1
traduced	negative	1
traduces	negative	1
traducing	negative	1
tragedies	negative	0.25
tragedy	negative	0.25
tragic	negative	1
tragically	negative	1
traitor	negative	1
traitorous	negative	1
traitorously	negative	1
traitors	negative	1
tramp	negative	1
trample	negative	1
trampled	negative	1
tramples	negative	1
trampling	negative	1
tramps	negative	1
tranquil	positive	1
tranquilities	positive	1
tranquility	positive	1
transgress	negative	0.25
transgressed	negative	0.25
transgresses	negative	0.25
transgressing	negative	0.25
transgression	negative	0.25
transgressions	negative	0.25
trauma	negative	1
traumas	negative	1
traumata	negative	1
traumatic	negative	1
traumatically	negative	1
traumatize	negative	1
traumatized	negative	1
traumatizes	negative	1
traumatizing	negative	1
travestied	negative	1
travesties	negative	1
travesty	negative	1
travestying	negative	1
treacheries	negative	1
treacherous	negative	0.25
treacherously	negative	0.25
treachery	negative	1
treason	negative	1
treasonous	negative	1
treasons	negative	1
treasure	positive	1
treasured	positive	1
treasures	positive	1
treasuring	positive	1
treat	positive	0.25
treats	positive	0.25
tremendous	positive	1
tremendously	positive	1
trendier	positive	1
trendiest	positive	1
trendy	positive	1
trepidation	positive	1
trepidations	positive	1
trial	negative	0.25
trials	negative	0.25
tribute	positive	1
tributes	positive	1
trick	negative	1
trickeries	negative	1
trickery	negative	1
trickier	negative	1
trickiest	negative	1
tricks	negative	1
tricky	negative	1
tried	negative	0.25
tries	negative	0.25
trim	positive	0.25
trimmer	positive	0.25
trimmest	positive	0.25
triumph	positive	1
triumphal	positive	1
triumphant	positive	1
triumphantly	positive	1
triumphed	positive	1
triumphing	positive	1
triumphs	positive	1
trivial	negative	1
trivialize	negative	1
trivialized	negative	1
trivializes	negative	1
trivializing	negative	1
trivially	negative	1
trouble	negative	1
troubled	negative	1
troublemaker	negative	1
troublemakers	negative	1
troubles	negative	1
troublesome	negative	1
troublesomely	negative	1
troubling	negative	1
troublingly	negative	1
truant	negative	0.25
truculent	positive	1
truculently	positive	1
true	positive	1
truer	positive	1
trues	positive	1
truest	positive	1
truly	positive	1
trump	positive	1
trumped	positive	1
trumpet	positive	1
trumpeted	positive	1
trumpeting	positive	1
trumpets	positive	1
trumping	positive	1
trumps	positive	1
trust	positive	1
trusted	positive	1
trusting	positive	1
trustingly	positive	1
trusts	positive	1
trustworthier	positive	1
trustworthiest	positive	1
trustworthiness	positive	1
trustworthy	positive	1
truth	positive	1
truthful	positive	1
truthfully	positive	1
truthfulness	positive	1
truths	positive	1
try	negative	0.25
trying	negative	0.25
tumultuous	negative	0.25
turbulent	negative	0.25
turmoil	negative	1
turmoils	negative	1
twinkly	positive	1
twist	negative	1
twisted	negative	1
twisting	negative	1
twists	negative	1
tyrannical	negative	1
tyrannically	negative	1
tyrannies	negative	1
tyranny	negative	1
tyrant	negative	1
tyrants	negative	1
ugh	negative	1
uglier	negative	1
ugliest	negative	1
ugliness	negative	1
ugly	negative	1
ulterior	negative	1
ultimata	negative	1
ultimate	positive	1
ultimately	positive	1
ultimatum	negative	1
ultimatums	negative	1
ultra	positive	1
ultra-hardline	negative	1
ultras	negative	1
unabashed	positive	1
unabashedly	positive	1
unable	negative	0.25
unacceptable	negative	1
unacceptablely	negative	1
unacceptably	negative	1
unaccustomed	negative	0.25
unanimous	positive	1
unassailable	positive	1
unattractive	negative	1
unauthentic	negative	0.25
unavailable	negative	0.25
unavoidable	negative	0.25
unavoidably	negative	0.25
unbearable	negative	1
unbearablely	negative	1
unbearably	negative	1
unbelievable	negative	1
unbelievably	negative	1
unbiased	positive	0.25
