## 
## THIS LEXICON: Adapted from MPQA Subjectivity Lexicon
## Source Lexicon URL: http://mpqa.cs.pitt.edu/lexicons/subj_lexicon/
## Source Lexicon Construction: manual, semi-automatic
##
## Other Notes:  
##    The subjectivity (reliability) scores are just numeric guestimates 
##    of the strongsubj and weaksubj labels used in the original lexicon.
##          strongsubj -> reliability=1
##          weaksubj -> reliability=0.25
##
## Line Format: WORD	POLARITY	SUBJECTIVITY_SCORE
hostage	negative	0.25
hostages	negative	0.25
hostile	negative	0.25
hostiles	negative	0.25
hostilities	negative	0.25
hostility	negative	1
hot	positive	0.25
hotbed	negative	1
hotbeds	negative	1
hothead	negative	1
hotheaded	negative	1
hotheads	negative	1
hothouse	negative	0.25
hothouses	negative	0.25
hotter	positive	0.25
hottest	positive	0.25
hubris	negative	1
hubrises	negative	1
huckster	negative	1
huckstered	negative	1
huckstering	negative	1
hucksters	negative	1
hug	positive	1
hugged	positive	1
hugging	positive	1
hugs	positive	1
humane	positive	1
humanist	positive	0.25
humanists	positive	0.25
humanities	positive	0.25
humanity	positive	0.25
humankind	positive	1
humankinds	positive	1
humble	positive	1
humbled	negative	1
humbles	negative	1
humbling	positive	1
humiliate	negative	1
humiliated	negative	1
humiliates	negative	1
humiliating	negative	1
humiliation	negative	1
humiliations	negative	1
humilities	positive	1
humility	positive	1
humor	positive	1
humored	positive	1
humoring	positive	1
humorous	positive	1
humorously	positive	1
humors	positive	1
humour	positive	1
humoured	positive	1
humouring	positive	1
humourous	positive	1
humours	positive	1
hunger	negative	1
hungered	negative	1
hungering	negative	1
hungers	negative	1
hungrier	negative	0.25
hungriest	negative	0.25
hungry	negative	0.25
hurt	negative	0.25
hurtful	negative	0.25
hurting	negative	0.25
hurts	negative	0.25
hustler	negative	0.25
hustlers	negative	0.25
hybris	negative	1
hypocrisies	negative	1
hypocrisy	negative	1
hypocrite	negative	1
hypocrites	negative	1
hypocritical	negative	1
hypocritically	negative	1
hysteria	negative	1
hysterias	negative	1
hysteric	negative	1
hysterical	negative	1
hysterically	negative	1
hysterics	negative	1
icier	negative	0.25
iciest	negative	0.25
icy	negative	0.25
ideal	positive	1
idealism	positive	0.25
idealisms	positive	0.25
idealist	positive	0.25
idealists	positive	0.25
idealize	positive	1
idealized	positive	1
idealizes	positive	1
idealizing	positive	1
ideally	positive	1
ideals	positive	1
idiocies	negative	1
idiocy	negative	1
idiot	negative	1
idiotic	negative	1
idiotically	negative	1
idiots	negative	1
idle	negative	0.25
idler	negative	0.25
idlest	negative	0.25
idol	positive	1
idolize	positive	1
idolized	positive	1
idolizes	positive	1
idolizing	positive	1
idols	positive	1
idyllic	positive	1
idyllize	positive	1
idyllized	positive	1
idyllizes	positive	1
idyllizing	positive	1
ignoble	negative	1
ignominies	negative	1
ignominious	negative	1
ignominiously	negative	1
ignominy	negative	1
ignorance	negative	1
ignorances	negative	1
ignorant	negative	1
ignore	negative	0.25
ignored	negative	0.25
ignores	negative	0.25
ignoring	negative	0.25
ill	negative	0.25
ill-advised	negative	1
ill-conceived	negative	1
ill-fated	negative	1
ill-favored	negative	1
ill-mannered	negative	1
ill-natured	negative	1
ill-sorted	negative	1
ill-tempered	negative	1
ill-treated	negative	1
ill-treatment	negative	1
ill-treatments	negative	1
ill-usage	negative	1
ill-usages	negative	1
ill-used	negative	1
illegal	negative	0.25
illegally	negative	0.25
illegitimate	negative	0.25
illicit	negative	0.25
illiquid	negative	0.25
illiterate	negative	0.25
illness	negative	0.25
illnesses	negative	0.25
illogic	negative	1
illogical	negative	1
illogically	negative	1
illogics	negative	1
ills	negative	0.25
illumed	positive	1
illumes	positive	1
illuminate	positive	1
illuminated	positive	1
illuminates	positive	1
illuminati	positive	1
illuminating	positive	1
illumine	positive	1
illuming	positive	1
illusion	negative	1
illusions	negative	1
illusory	negative	1
illustrious	positive	1
imaginary	negative	1
imaginative	positive	1
imbalance	negative	1
imbalanced	negative	1
imbalances	negative	1
imbecile	negative	1
imbeciles	negative	1
imbroglio	negative	1
imbroglios	negative	1
immaculate	positive	1
immaculately	positive	1
immaterial	negative	1
immature	negative	0.25
imminence	negative	1
imminences	negative	1
imminent	negative	1
imminently	negative	1
immobilize	negative	0.25
immobilized	negative	0.25
immobilizes	negative	0.25
immobilizing	negative	0.25
immoderate	negative	1
immoderately	negative	1
immodest	negative	1
immoral	negative	1
immoralities	negative	1
immorality	negative	1
immorally	negative	1
immovable	negative	1
impair	negative	1
impaired	negative	1
impairing	negative	1
impairs	negative	1
impartial	positive	0.25
impartialities	positive	0.25
impartiality	positive	0.25
impartially	positive	0.25
impasse	negative	1
impasses	negative	1
impassioned	positive	1
impassive	negative	0.25
impatience	negative	1
impatiences	negative	1
impatient	negative	1
impatiently	negative	1
impeach	negative	1
impeached	negative	1
impeaches	negative	1
impeaching	negative	1
impeccable	positive	1
impeccably	positive	1
impedance	negative	1
impedances	negative	1
impede	negative	1
impeded	negative	1
impedes	negative	1
impediment	negative	1
impediments	negative	1
impeding	negative	1
impel	positive	1
impelled	positive	1
impelling	positive	1
impels	positive	1
impend	negative	1
impended	negative	1
impending	negative	1
impends	negative	1
impenitent	negative	1
imperfect	negative	0.25
imperfectly	negative	0.25
imperial	positive	0.25
imperialist	negative	1
imperialists	negative	1
imperil	negative	1
imperiled	negative	1
imperiling	negative	1
imperilled	negative	1
imperilling	negative	1
imperils	negative	1
imperious	negative	1
imperiously	negative	1
impermissible	negative	0.25
impersonal	negative	0.25
impertinent	negative	1
imperturbable	positive	1
impervious	positive	1
impetuous	negative	1
impetuously	negative	1
impetus	positive	0.25
impetuses	positive	0.25
impieties	negative	1
impiety	negative	1
impinge	negative	1
impinged	negative	1
impinges	negative	1
impinging	negative	1
impious	negative	1
implacable	negative	1
implausible	negative	1
implausibly	negative	1
implicate	negative	0.25
implicated	negative	0.25
implicates	negative	0.25
implicating	negative	0.25
implication	negative	0.25
implications	negative	0.25
implode	negative	1
imploded	negative	1
implodes	negative	1
imploding	negative	1
impolite	negative	1
impolitely	negative	1
impolitic	negative	1
importance	positive	0.25
importances	positive	0.25
important	positive	0.25
importantly	positive	0.25
importunate	negative	1
importune	negative	1
importuned	negative	1
importunes	negative	1
importuning	negative	1
impose	negative	0.25
imposed	negative	0.25
imposer	negative	1
imposers	negative	1
imposes	negative	0.25
imposing	negative	0.25
imposition	negative	1
impositions	negative	1
impossibilities	negative	0.25
impossibility	negative	0.25
impossible	negative	0.25
impossiblity	negative	0.25
impossibly	negative	0.25
impotent	negative	1
impoverish	negative	0.25
impoverished	negative	0.25
impoverishes	negative	0.25
impoverishing	negative	0.25
impractical	negative	1
imprecate	negative	1
imprecated	negative	1
imprecates	negative	1
imprecating	negative	1
imprecise	negative	0.25
imprecisely	negative	0.25
imprecision	negative	0.25
imprecisions	negative	0.25
impregnable	positive	1
impress	positive	0.25
impressed	positive	0.25
impresses	positive	0.25
impressing	positive	0.25
impressive	positive	1
impressively	positive	1
impressiveness	positive	1
imprison	negative	0.25
imprisoned	negative	0.25
imprisoning	negative	0.25
imprisonment	negative	0.25
imprisonments	negative	0.25
imprisons	negative	0.25
improbabilities	negative	1
improbability	negative	1
improbable	negative	1
improbably	negative	1
improper	negative	1
improperly	negative	1
improprieties	negative	1
impropriety	negative	1
improve	positive	0.25
improved	positive	0.25
improvement	positive	0.25
improvements	positive	0.25
improves	positive	0.25
improving	positive	0.25
improvise	positive	1
improvised	positive	1
improvises	positive	1
improvising	positive	1
imprudence	negative	1
imprudences	negative	1
imprudent	negative	1
impudence	negative	1
impudences	negative	1
impudent	negative	1
impudently	negative	1
impugn	negative	1
impugned	negative	1
impugning	negative	1
impugns	negative	1
impulsive	negative	1
impulsively	negative	1
impunities	negative	0.25
impunity	negative	0.25
impure	negative	1
impurer	negative	1
impurest	negative	1
impurities	negative	1
impurity	negative	1
inabilities	negative	0.25
inability	negative	0.25
inaccessible	negative	0.25
inaccuracies	negative	0.25
inaccuracy	negative	0.25
inaccurate	negative	1
inaccurately	negative	1
inaction	negative	0.25
inactions	negative	0.25
inactive	negative	0.25
inadequacies	negative	0.25
inadequacy	negative	0.25
inadequate	negative	0.25
inadequately	negative	0.25
inadverent	negative	0.25
inadverently	negative	0.25
inadvertent	negative	0.25
inadvertently	negative	0.25
inadvisable	negative	0.25
inadvisably	negative	0.25
inalienable	positive	0.25
inane	negative	1
inanely	negative	1
inaner	negative	1
inanest	negative	1
inappropriate	negative	1
inappropriately	negative	1
inapt	negative	1
inaptitude	negative	1
inaptitudes	negative	1
inarticulate	negative	1
inattentive	negative	1
incapable	negative	1
incapably	negative	1
incautious	negative	1
incendiaries	negative	1
incendiary	negative	1
incense	negative	0.25
incensed	negative	0.25
incenses	negative	0.25
incensing	negative	0.25
incessant	negative	1
incessantly	negative	1
incisive	positive	1
incisively	positive	1
incisiveness	positive	1
incite	negative	0.25
incited	negative	0.25
incitement	negative	0.25
incitements	negative	0.25
incites	negative	0.25
inciting	negative	0.25
incivilities	negative	1
incivility	negative	1
inclement	negative	0.25
inclination	positive	1
inclinations	positive	1
inclined	positive	1
inclusive	positive	0.25
incognizant	negative	1
incoherence	negative	1
incoherences	negative	1
incoherent	negative	1
incoherently	negative	1
incommensurate	negative	1
incomparable	negative	0.25
incomparably	negative	0.25
incompatibilities	negative	0.25
incompatibility	negative	0.25
incompatible	negative	0.25
incompetence	negative	1
incompetences	negative	1
incompetent	negative	1
incompetently	negative	1
incomplete	negative	0.25
incompliant	negative	0.25
incomprehensible	negative	1
incomprehension	negative	1
incomprehensions	negative	1
inconceivable	negative	1
inconceivably	negative	1
inconclusive	negative	0.25
incongruous	negative	1
incongruously	negative	1
inconsequent	negative	1
inconsequential	negative	1
inconsequentially	negative	1
inconsequently	negative	1
inconsiderate	negative	1
inconsiderately	negative	1
inconsistence	negative	1
inconsistences	negative	1
inconsistencies	negative	1
inconsistency	negative	0.25
inconsistent	negative	0.25
inconsolable	negative	1
inconsolably	negative	1
inconstant	negative	1
incontestable	positive	1
incontrovertible	positive	1
inconvenience	negative	1
inconvenienced	negative	1
inconveniences	negative	1
inconveniencing	negative	1
inconvenient	negative	1
inconveniently	negative	1
incorrect	negative	0.25
incorrectly	negative	1
incorrigible	negative	1
incorrigibly	negative	1
incorruptible	positive	1
incredible	positive	1
incredibly	positive	1
incredulous	negative	1
incredulously	negative	1
inculcate	negative	1
inculcated	negative	1
inculcates	negative	1
inculcating	negative	1
indebted	positive	0.25
indecencies	negative	1
indecency	negative	1
indecent	negative	1
indecently	negative	1
indecision	negative	1
indecisions	negative	1
indecisive	negative	1
indecisively	negative	1
indecorum	negative	1
indecorums	negative	1
indefatigable	positive	1
indefensible	negative	1
indefinite	negative	0.25
indefinitely	negative	0.25
indelible	positive	1
indelibly	positive	1
indelicate	negative	1
independence	positive	0.25
independences	positive	0.25
independent	positive	0.25
indescribable	positive	1
indescribably	positive	1
indestructible	positive	1
indeterminable	negative	0.25
indeterminably	negative	0.25
indeterminate	negative	0.25
indifference	negative	1
indifferences	negative	1
indifferent	negative	1
indigent	negative	0.25
indignant	negative	1
indignantly	negative	1
indignation	negative	1
indignations	negative	1
indignities	negative	1
indignity	negative	1
indiscernible	negative	0.25
indiscreet	negative	1
indiscreetly	negative	1
indiscretion	negative	1
indiscretions	negative	1
indiscriminate	negative	1
indiscriminately	negative	1
indiscriminating	negative	1
indispensabilities	positive	1
indispensability	positive	1
indispensable	positive	1
indisposed	negative	1
indisputable	positive	1
indistinct	negative	0.25
indistinctive	negative	0.25
individualities	positive	0.25
individuality	positive	0.25
indoctrinate	negative	1
indoctrinated	negative	1
indoctrinates	negative	1
indoctrinating	negative	1
indoctrination	negative	1
indoctrinations	negative	1
indolent	negative	1
indomitable	positive	1
indomitably	positive	1
indubitable	positive	1
indubitably	positive	1
indulge	negative	1
indulged	negative	1
indulgence	positive	1
indulgences	positive	1
indulgent	positive	1
indulges	negative	1
indulging	negative	1
industrious	positive	0.25
ineffective	negative	0.25
ineffectively	negative	0.25
ineffectiveness	negative	0.25
ineffectual	negative	0.25
ineffectually	negative	0.25
ineffectualness	negative	0.25
inefficacies	negative	1
inefficacious	negative	1
inefficacy	negative	1
inefficiencies	negative	0.25
inefficiency	negative	0.25
inefficient	negative	0.25
inefficiently	negative	0.25
inelegance	negative	1
inelegances	negative	1
inelegant	negative	1
ineligible	negative	0.25
ineloquent	negative	1
ineloquently	negative	1
inept	negative	1
ineptitude	negative	1
ineptitudes	negative	1
ineptly	negative	1
inequalities	negative	0.25
inequality	negative	1
inequitable	negative	1
inequitably	negative	1
inequities	negative	1
inequity	negative	1
inertia	negative	0.25
inertias	negative	0.25
inescapable	negative	1
inescapably	negative	1
inessential	negative	1
inestimable	positive	1
inestimably	positive	1
inevitable	negative	1
inevitably	negative	1
inexact	negative	0.25
inexcusable	negative	1
inexcusably	negative	1
inexorable	negative	1
inexorably	negative	1
inexpensive	positive	0.25
inexperience	negative	0.25
inexperienced	negative	0.25
inexperiences	negative	0.25
inexpert	negative	0.25
inexpertly	negative	0.25
inexpiable	negative	1
inexplainable	negative	1
inexplicable	negative	1
inextricable	negative	1
inextricably	negative	1
infallibilities	positive	1
infallibility	positive	1
infallible	positive	1
infallibly	positive	1
infamies	negative	1
infamous	negative	1
infamously	negative	1
infamy	negative	1
infect	negative	0.25
infected	negative	0.25
infecting	negative	0.25
infects	negative	0.25
inferior	negative	1
inferiorities	negative	1
inferiority	negative	1
infernal	negative	1
infest	negative	0.25
infested	negative	0.25
infesting	negative	0.25
infests	negative	0.25
infidel	negative	1
infidels	negative	1
infiltrator	negative	0.25
infiltrators	negative	0.25
infirm	negative	1
inflame	negative	1
inflamed	negative	1
inflames	negative	1
inflaming	negative	1
inflammatory	negative	1
inflated	negative	0.25
inflationary	negative	0.25
inflexible	negative	1
inflict	negative	1
inflicted	negative	1
inflicting	negative	1
inflicts	negative	1
influential	positive	0.25
informative	positive	0.25
infraction	negative	0.25
infractions	negative	0.25
infringe	negative	1
infringed	negative	1
infringement	negative	1
infringements	negative	1
infringes	negative	1
infringing	negative	1
infuriate	negative	1
infuriated	negative	1
infuriates	negative	1
infuriating	negative	1
infuriatingly	negative	1
ingenious	positive	1
ingeniously	positive	1
ingenuities	positive	1
ingenuity	positive	1
ingenuous	positive	1
ingenuously	positive	1
inglorious	negative	1
ingrate	negative	1
ingrates	negative	1
ingratiate	positive	1
ingratiated	positive	1
ingratiates	positive	1
ingratiating	positive	1
ingratiatingly	positive	1
ingratitude	negative	1
ingratitudes	negative	1
inhibit	negative	0.25
inhibited	negative	0.25
inhibiting	negative	0.25
inhibition	negative	0.25
inhibitions	negative	0.25
inhibits	negative	0.25
inhospitable	negative	1
inhospitalities	negative	1
inhospitality	negative	1
inhuman	negative	1
inhumane	negative	1
inhumanities	negative	1
inhumanity	negative	1
inimical	negative	1
inimically	negative	1
iniquities	negative	1
iniquitous	negative	1
iniquity	negative	1
injudicious	negative	1
injure	negative	0.25
injured	negative	0.25
injures	negative	0.25
injuries	negative	0.25
injuring	negative	0.25
injurious	negative	0.25
injury	negative	0.25
injustice	negative	1
injustices	negative	1
innocence	positive	0.25
innocences	positive	0.25
innocent	positive	0.25
innocently	positive	0.25
innocuous	positive	1
innovation	positive	0.25
innovations	positive	0.25
innovative	positive	0.25
innuendo	negative	1
innuendoes	negative	1
inoffensive	positive	1
inopportune	negative	1
inordinate	negative	1
inordinately	negative	1
inquisitive	positive	1
insane	negative	1
insanely	negative	1
insanities	negative	1
insanity	negative	1
insatiable	negative	1
insecure	negative	0.25
insecurities	negative	1
insecurity	negative	1
insensible	negative	0.25
insensitive	negative	1
insensitively	negative	1
insensitivities	negative	1
insensitivity	negative	1
insidious	negative	1
insidiously	negative	1
insight	positive	1
insightful	positive	1
insightfully	positive	1
insignificance	negative	0.25
insignificances	negative	0.25
insignificant	negative	0.25
insignificantly	negative	0.25
insincere	negative	1
insincerely	negative	1
insincerities	negative	1
insincerity	negative	1
insinuate	negative	1
insinuated	negative	1
insinuates	negative	1
insinuating	negative	1
insinuation	negative	1
insinuations	negative	1
insist	positive	1
insisted	positive	1
insistence	positive	0.25
insistences	positive	0.25
insistent	positive	1
insistently	positive	1
insisting	positive	1
insists	positive	1
insociable	negative	1
insolence	negative	1
insolences	negative	1
insolent	negative	1
insolently	negative	1
insolents	negative	1
insolvent	negative	0.25
insouciance	negative	1
insouciances	negative	1
inspiration	positive	1
inspirational	positive	1
inspirations	positive	1
inspire	positive	1
inspired	positive	1
inspires	positive	1
inspiring	positive	1
instabilities	negative	0.25
instability	negative	0.25
instable	negative	0.25
instigate	negative	1
instigated	negative	1
instigates	negative	1
instigating	negative	1
instigator	negative	1
instigators	negative	1
instructive	positive	0.25
instrumental	positive	0.25
insubordinate	negative	0.25
insubstantial	negative	1
insubstantially	negative	1
insufferable	negative	1
insufferably	negative	1
insufficiencies	negative	0.25
insufficiency	negative	0.25
insufficient	negative	0.25
insufficiently	negative	0.25
insular	negative	0.25
insult	negative	1
insulted	negative	1
insulting	negative	1
insultingly	negative	1
insults	negative	1
insupportable	negative	1
insupportably	negative	1
insurmountable	negative	0.25
insurmountably	negative	0.25
insurrection	negative	0.25
insurrections	negative	0.25
intact	positive	0.25
integral	positive	0.25
integrities	positive	1
integrity	positive	1
intelligence	positive	0.25
intelligences	positive	0.25
intelligent	positive	1
intelligible	positive	1
intercede	positive	0.25
interceded	positive	0.25
intercedes	positive	0.25
interceding	positive	0.25
interest	positive	1
interested	positive	1
interesting	positive	1
interests	positive	1
interfere	negative	0.25
interfered	negative	0.25
interference	negative	0.25
interferences	negative	0.25
interferes	negative	0.25
interfering	negative	0.25
intermittent	negative	0.25
interrupt	negative	0.25
interrupted	negative	0.25
interrupting	negative	0.25
interruption	negative	0.25
interruptions	negative	0.25
interrupts	negative	0.25
intimacies	positive	1
intimacy	positive	1
intimidate	negative	1
intimidated	negative	1
intimidates	negative	1
intimidating	negative	1
intimidatingly	negative	1
intimidation	negative	0.25
intimidations	negative	0.25
intolerable	negative	1
intolerablely	negative	1
intolerably	negative	1
intolerance	negative	1
intolerances	negative	1
intolerant	negative	1
intoxicate	negative	0.25
intoxicated	negative	0.25
intoxicates	negative	0.25
intoxicating	negative	0.25
intractable	negative	0.25
intransigence	negative	1
intransigences	negative	1
intransigent	negative	1
intransigents	negative	1
intricate	positive	0.25
intrigue	positive	1
intrigued	positive	1
intrigues	positive	1
intriguing	positive	1
intriguingly	positive	1
intrude	negative	1
intruded	negative	1
intrudes	negative	1
intruding	negative	1
intrusion	negative	0.25
intrusions	negative	0.25
intrusive	negative	1
intuitive	positive	1
inundate	negative	1
inundated	negative	1
inundates	negative	1
inundating	negative	1
invader	negative	0.25
invaders	negative	0.25
invalid	negative	1
invalidate	negative	1
invalidated	negative	1
invalidates	negative	1
invalidating	negative	1
invalidities	negative	1
invalidity	negative	1
invaluable	positive	1
invaluablely	positive	1
invaluably	positive	1
invasive	negative	0.25
invective	negative	1
invectives	negative	1
inveigle	negative	1
inveigled	negative	1
inveigles	negative	1
inveigling	negative	1
inventive	positive	0.25
invidious	negative	1
invidiously	negative	1
invidiousness	negative	1
invigorate	positive	1
invigorated	positive	1
invigorates	positive	1
invigorating	positive	1
invincibilities	positive	1
invincibility	positive	1
invincible	positive	1
inviolable	positive	1
inviolate	positive	1
involuntarily	negative	0.25
involuntary	negative	0.25
invulnerable	positive	1
irate	negative	1
irately	negative	1
ire	negative	1
ires	negative	1
irk	negative	1
irked	negative	1
irking	negative	1
irks	negative	1
irksome	negative	1
ironic	negative	1
ironies	negative	1
irony	negative	1
irrational	negative	1
irrationalities	negative	1
irrationality	negative	1
irrationally	negative	1
irreconcilable	negative	1
irredeemable	negative	1
irredeemably	negative	1
irreformable	negative	1
irrefutable	positive	1
irrefutably	positive	1
irregular	negative	0.25
irregularities	negative	0.25
irregularity	negative	0.25
irrelevance	negative	1
irrelevances	negative	1
irrelevant	negative	1
irreparable	negative	1
irreplaceable	negative	1
irreplacible	negative	1
irrepressible	negative	1
irreproachable	positive	1
irresistible	positive	1
irresistibly	positive	1
irresolute	negative	1
irresolvable	negative	0.25
irresponsible	negative	1
irresponsibly	negative	1
irretrievable	negative	0.25
irreverence	negative	1
irreverences	negative	1
irreverent	negative	1
irreverently	negative	1
irreversible	negative	1
irritable	negative	1
irritably	negative	1
irritant	negative	0.25
irritants	negative	0.25
irritate	negative	1
irritated	negative	1
irritates	negative	1
irritating	negative	1
irritation	negative	1
irritations	negative	1
isolate	negative	0.25
isolated	negative	0.25
isolates	negative	0.25
isolating	negative	0.25
isolation	negative	0.25
isolations	negative	0.25
itch	negative	1
itched	negative	1
itches	negative	1
itching	negative	1
jabber	negative	1
jabbered	negative	1
jabbering	negative	1
jabbers	negative	1
jaded	negative	1
jam	negative	0.25
jams	negative	0.25
jar	negative	0.25
jarred	negative	0.25
jarring	negative	0.25
jars	negative	0.25
jaundiced	negative	1
jauntier	positive	1
jauntiest	positive	1
jauntily	positive	1
jaunty	positive	1
jealous	negative	1
jealousies	negative	1
jealously	negative	1
jealousness	negative	1
jealousy	negative	1
jeer	negative	1
jeered	negative	1
jeering	negative	1
jeeringly	negative	1
jeers	negative	1
jeopardies	negative	1
jeopardize	negative	1
jeopardized	negative	1
jeopardizes	negative	1
jeopardizing	negative	1
jeopardy	negative	1
jerk	negative	1
jerked	negative	1
jerking	negative	1
jerks	negative	1
jest	positive	1
jested	positive	1
jesting	positive	1
jests	positive	1
jitterier	negative	1
jitteriest	negative	1
jittery	negative	1
jobless	negative	0.25
joke	positive	1
joked	positive	1
joker	negative	1
jokers	negative	1
jokes	positive	1
joking	positive	1
jollied	positive	1
jollier	positive	1
jollies	positive	1
jolliest	positive	1
jollified	positive	0.25
jollifies	positive	0.25
jollify	positive	0.25
jollifying	positive	0.25
jolly	positive	1
jollying	positive	1
jolt	negative	0.25
jolted	negative	0.25
jolting	negative	0.25
jolts	negative	0.25
jovial	positive	1
joy	positive	1
joyful	positive	1
joyfully	positive	1
joyless	positive	1
joyous	positive	1
joyously	positive	1
joys	positive	1
jubilant	positive	1
jubilantly	positive	1
jubilate	positive	1
jubilated	positive	1
jubilates	positive	1
jubilating	positive	1
jubilation	positive	1
jubilations	positive	1
judicious	positive	1
jumpier	negative	0.25
jumpiest	negative	0.25
jumpy	negative	0.25
junk	negative	0.25
junkier	negative	0.25
junkiest	negative	0.25
junks	negative	0.25
junky	negative	0.25
just	positive	1
justice	positive	0.25
justices	positive	0.25
justifiable	positive	1
justifiably	positive	1
justification	positive	1
justifications	positive	1
justified	positive	1
justifies	positive	1
justify	positive	1
justifying	positive	1
justly	positive	1
juvenile	negative	0.25
kaput	negative	1
kaputt	negative	1
keen	negative	1
keened	negative	1
keener	positive	1
keenest	positive	1
keening	negative	1
keenly	positive	1
keenness	positive	1
keens	negative	1
kemp	positive	1
kempt	positive	1
kick	negative	1
kicked	negative	1
kicking	negative	1
kicks	negative	1
kid	positive	1
kidded	positive	1
kidding	positive	1
kids	positive	1
kill	negative	0.25
killed	negative	0.25
killer	negative	0.25
killers	negative	0.25
killing	negative	0.25
killjoy	negative	1
killjoys	negative	1
kills	negative	0.25
kind	positive	1
kinder	positive	1
kindest	positive	1
kindliness	positive	1
kindly	positive	1
kindness	positive	1
kindnesses	positive	1
kingmaker	positive	1
kingmakers	positive	1
kiss	positive	0.25
kissed	positive	0.25
kisses	positive	0.25
kissing	positive	0.25
knave	negative	1
knaves	negative	1
knife	negative	0.25
knifed	negative	0.25
knifes	negative	0.25
knifing	negative	0.25
knock	negative	0.25
knocked	negative	0.25
knocking	negative	0.25
knocks	negative	0.25
knowledgeable	positive	1
kook	negative	1
kookie	negative	1
kookier	negative	1
kookiest	negative	1
kooks	negative	1
kooky	negative	1
lack	negative	1
lackadaisical	negative	1
lackey	negative	1
lackeyed	negative	1
lackeying	negative	1
lackeys	negative	1
lacking	negative	1
lackluster	negative	1
lacks	negative	1
laconic	negative	1
lag	negative	0.25
lagged	negative	0.25
lagging	negative	0.25
lags	negative	0.25
lambast	negative	1
lambaste	negative	1
lambasted	negative	1
lambastes	negative	1
lambasting	negative	1
lambasts	negative	1
lame	negative	0.25
lame-duck	negative	1
lament	negative	1
lamentable	negative	1
lamentably	negative	1
lamented	negative	1
lamenting	negative	1
laments	negative	1
lamer	negative	0.25
lamest	negative	0.25
languid	negative	1
languish	negative	1
languished	negative	1
languishes	negative	1
languishing	negative	1
languor	negative	1
languorous	negative	1
languorously	negative	1
languors	negative	1
lankier	negative	0.25
lankiest	negative	0.25
lanky	negative	0.25
lapse	negative	0.25
lapses	negative	0.25
large	positive	0.25
lark	positive	1
larked	positive	1
larking	positive	1
larks	positive	1
lascivious	negative	1
last-ditch	negative	1
laud	positive	1
laudable	positive	1
laudably	positive	1
lauded	positive	1
lauding	positive	1
lauds	positive	1
laugh	negative	1
laughable	negative	1
laughably	negative	1
laughed	negative	1
laughing	negative	1
laughingstock	negative	1
laughingstocks	negative	1
laughs	negative	1
laughter	negative	1
laughters	negative	1
lavish	positive	1
lavished	positive	1
lavishes	positive	1
lavishing	positive	1
lavishly	positive	1
law-abiding	positive	1
lawbreaker	negative	1
lawbreakers	negative	1
lawbreaking	negative	1
lawbreakings	negative	1
lawful	positive	0.25
lawfully	positive	0.25
lawless	negative	1
lawlessness	negative	1
lax	negative	1
laxer	negative	1
laxest	negative	1
lazier	negative	1
laziest	negative	1
lazy	negative	1
leading	positive	0.25
leak	negative	0.25
leakage	negative	0.25
leakages	negative	0.25
leaked	negative	0.25
leakier	negative	0.25
leakiest	negative	0.25
leaking	negative	0.25
leaks	negative	0.25
leaky	negative	0.25
lean	positive	0.25
leaner	positive	0.25
leanest	positive	0.25
leans	positive	0.25
learn	positive	0.25
learned	positive	0.25
learning	positive	0.25
learnings	positive	0.25
learns	positive	0.25
least	negative	0.25
least-known	negative	0.25
lech	negative	1
lecher	negative	1
lecheries	negative	1
lecherous	negative	1
lechers	negative	1
lechery	negative	1
leches	negative	1
lecture	negative	0.25
lectured	negative	0.25
lectures	negative	0.25
lecturing	negative	0.25
leech	negative	1
leeched	negative	1
leeches	negative	1
leeching	negative	1
leer	negative	1
leered	negative	1
leerier	negative	1
leeriest	negative	1
leering	negative	1
leers	negative	1
leery	negative	1
left-leaning	negative	1
legendary	positive	0.25
legitimacies	positive	0.25
legitimacy	positive	0.25
legitimate	positive	0.25
legitimately	positive	0.25
lenient	positive	0.25
leniently	positive	0.25
less	negative	0.25
less-developed	negative	0.25
less-expensive	positive	0.25
less-known	negative	0.25
lessen	negative	0.25
lessened	negative	0.25
lessening	negative	0.25
lessens	negative	0.25
lesser	negative	0.25
lesser-known	negative	0.25
letch	negative	1
letches	negative	1
lethal	negative	0.25
lethargic	negative	0.25
lethargies	negative	0.25
lethargy	negative	0.25
leverage	positive	0.25
leveraged	positive	0.25
leverages	positive	0.25
leveraging	positive	0.25
levities	positive	1
levity	positive	1
lewd	negative	1
lewder	negative	1
lewdest	negative	1
lewdly	negative	1
lewdness	negative	1
liabilities	negative	1
liability	negative	1
liable	negative	0.25
liar	negative	1
liars	negative	1
liberal	positive	0.25
liberalism	positive	0.25
liberalisms	positive	0.25
liberally	positive	0.25
liberate	positive	1
liberated	positive	1
liberates	positive	1
liberating	positive	1
liberation	positive	0.25
liberations	positive	0.25
liberties	positive	1
liberty	positive	1
licentious	negative	1
licentiously	negative	1
licentiousness	negative	1
lie	negative	1
lied	negative	1
lier	negative	1
lies	negative	1
life-threatening	negative	0.25
lifeblood	positive	1
lifebloods	positive	1
lifeless	negative	0.25
lifelong	positive	0.25
light	positive	0.25
light-hearted	positive	1
lighten	positive	0.25
lightened	positive	0.25
lightening	positive	0.25
lightens	positive	0.25
lighter	positive	0.25
lightest	positive	0.25
lights	positive	0.25
